;Text;Thématique;Groupe;lang;lang_predict;lemma;cleaned;bigrams
3732;['Global', 'Institute', 'study', 'found', 'shortage', 'of', 'highly', 'trained', 'data', 'professionals', 'and', 'managers', 'and', 'number', 'of', 'universities', 'better', 'source', 'needed', 'including', 'University', 'of', 'Tennessee', 'and', 'UC', 'created', 'programs', 'meet', 'demand', 'Private', 'bootcamps', 'also', 'developed', 'programs', 'meet', 'that', 'demand', 'including', 'free', 'programs', 'like', 'The', 'Data', 'Incubator', 'paid', 'programs', 'like', 'General', 'Assembly', 'the', 'specific', 'field', 'of', 'marketing', 'one', 'of', 'the', 'problems', 'stressed', 'by', 'and', 'is', 'that', 'marketing', 'has', 'several', 'subdomains', 'e.g.', 'advertising', 'promotions', 'product', 'development', 'branding', 'that', 'all', 'different', 'types', 'of', 'data', 'Because', 'one-size-fits-all', 'analytical', 'solutions', 'are', 'not', 'desirable', 'business', 'schools', 'should', 'prepare', 'marketing', 'managers', 'wide', 'knowledge', 'on', 'all', 'the', 'different', 'techniques', 'used', 'these', 'subdomains', 'get', 'big', 'picture', 'and', 'work', 'effectively', 'with', 'analysts'];big_data;groupe B;En;En;['global', 'institute', 'study', 'shortage', 'train', 'data', 'professional', 'managers', 'university', 'source', 'university', 'tennessee', 'uc', 'create', 'program', 'meet', 'demand', 'private', 'bootcamps', 'developed', 'program', 'meet', 'demand', 'program', 'data', 'incubator', 'paid', 'program', 'specific', 'field', 'marketing', 'stress', 'marketing', 'subdomains', 'advertising', 'promotion', 'product', 'development', 'branding', 'types', 'data', 'one-size-fits-all', 'analytical', 'solutions', 'desirable', 'business', 'school', 'prepare', 'marketing', 'managers', 'wide', 'knowledge', 'techniques', 'subdomains', 'big', 'picture', 'analyst'];['global', 'institute', 'study', 'shortage', 'train', 'data', 'professional', 'managers', 'university', 'source', 'university', 'tennessee', 'uc', 'create', 'program', 'meet', 'demand', 'private', 'bootcamps', 'developed', 'program', 'meet', 'demand', 'program', 'data', 'incubator', 'paid', 'program', 'specific', 'field', 'marketing', 'stress', 'marketing', 'subdomains', 'advertising', 'promotion', 'product', 'development', 'branding', 'types', 'data', 'one-size-fits-all', 'analytical', 'solutions', 'desirable', 'business', 'school', 'prepare', 'marketing', 'managers', 'wide', 'knowledge', 'techniques', 'subdomains', 'big', 'picture', 'analyst'];['global', 'institute', 'study', 'shortage', 'train', 'data', 'professional', 'managers', 'university', 'source', 'university', 'tennessee', 'uc', 'create', 'program', 'meet', 'demand', 'private', 'bootcamps', 'developed', 'program', 'meet', 'demand', 'program', 'data', 'incubator', 'paid', 'program', 'specific', 'field', 'marketing', 'stress', 'marketing', 'subdomains', 'advertising', 'promotion', 'product', 'development', 'branding', 'types', 'data', 'one-size-fits-all', 'analytical', 'solutions', 'desirable', 'business', 'school', 'prepare', 'marketing', 'managers', 'wide', 'knowledge', 'techniques', 'subdomains', 'big', 'picture', 'analyst']
3733;['understand', 'how', 'the', 'media', 'utilizes', 'big', 'data', 'it', 'is', 'first', 'necessary', 'provide', 'context', 'into', 'the', 'mechanism', 'used', 'for', 'media', 'process', 'It', 'has', 'been', 'suggested', 'by', 'and', 'that', 'practitioners', 'Media', 'and', 'Advertising', 'approach', 'big', 'data', 'as', 'actionable', 'points', 'of', 'information', 'about', 'millions', 'of', 'individuals', 'The', 'industry', 'appears', 'moving', 'away', 'from', 'the', 'traditional', 'approach', 'of', 'using', 'specific', 'media', 'environments', 'as', 'newspapers', 'magazines', 'television', 'shows', 'and', 'instead', 'taps', 'into', 'consumers', 'with', 'technologies', 'that', 'reach', 'targeted', 'people', 'optimal', 'times', 'optimal', 'locations', 'The', 'ultimate', 'aim', 'is', 'serve', 'convey', 'message', 'content', 'that', 'is', 'statistically', 'speaking', 'with', 'the', 'consumer', 'mindset', 'For', 'example', 'publishing', 'environments', 'are', 'increasingly', 'tailoring', 'messages', 'advertisements', 'and', 'content', 'articles', 'appeal', 'consumers', 'that', 'been', 'exclusively', 'gleaned', 'through', 'various', 'data-mining', 'activities'];big_data;groupe B;En;En;['understand', 'media', 'utilizes', 'big', 'data', 'provide', 'context', 'mechanism', 'media', 'process', 'practitioner', 'media', 'advertising', 'approach', 'big', 'data', 'actionable', 'millions', 'individual', 'industry', 'traditional', 'approach', 'specific', 'media', 'environments', 'newspaper', 'magazine', 'television', 'tap', 'consumer', 'technologies', 'reach', 'target', 'people', 'optimal', 'times', 'optimal', 'location', 'ultimate', 'aim', 'serve', 'convey', 'message', 'content', 'speak', 'consumer', 'mindset', 'publishing', 'environments', 'tailor', 'message', 'advertisement', 'content', 'articles', 'appeal', 'consumer', 'glean', 'data-mining', 'activity'];['understand', 'media', 'utilizes', 'big', 'data', 'provide', 'context', 'mechanism', 'media', 'process', 'practitioner', 'media', 'advertising', 'approach', 'big', 'data', 'actionable', 'millions', 'individual', 'industry', 'traditional', 'approach', 'specific', 'media', 'environments', 'newspaper', 'magazine', 'television', 'tap', 'consumer', 'technologies', 'reach', 'target', 'people', 'optimal', 'times', 'optimal', 'location', 'ultimate', 'aim', 'serve', 'convey', 'message', 'content', 'speak', 'consumer', 'mindset', 'publishing', 'environments', 'tailor', 'message', 'advertisement', 'content', 'articles', 'appeal', 'consumer', 'glean', 'data-mining', 'activity'];['understand', 'media', 'utilizes', 'big_data', 'provide', 'context', 'mechanism', 'media', 'process', 'practitioner', 'media', 'advertising', 'approach', 'big_data', 'actionable', 'millions', 'individual', 'industry', 'traditional', 'approach', 'specific', 'media', 'environments', 'newspaper', 'magazine', 'television', 'tap', 'consumer', 'technologies', 'reach', 'target', 'people', 'optimal', 'times', 'optimal', 'location', 'ultimate', 'aim', 'serve', 'convey', 'message', 'content', 'speak', 'consumer', 'mindset', 'publishing', 'environments', 'tailor', 'message', 'advertisement', 'content', 'articles', 'appeal', 'consumer', 'glean', 'data-mining', 'activity']
3734;['Channel', 'the', 'public-service', 'television', 'broadcaster', 'is', 'leader', 'the', 'field', 'of', 'big', 'data', 'and', 'data', 'analysis'];big_data;groupe B;En;En;['channel', 'public-service', 'television', 'broadcaster', 'leader', 'field', 'big', 'data', 'data', 'analysis'];['channel', 'public-service', 'television', 'broadcaster', 'leader', 'field', 'big', 'data', 'data', 'analysis'];['channel', 'public-service', 'television', 'broadcaster', 'leader', 'field', 'big_data', 'data_analysis']
3735;['Health', 'insurance', 'providers', 'are', 'collecting', 'data', 'on', 'social', 'determinants', 'of', 'health', 'as', 'food', 'and', 'TV', 'consumption', 'marital', 'status', 'clothing', 'size', 'and', 'purchasing', 'habits', 'from', 'which', 'make', 'predictions', 'on', 'health', 'costs', 'order', 'spot', 'health', 'issues', 'their', 'clients', 'It', 'is', 'controversial', 'whether', 'these', 'predictions', 'are', 'currently', 'being', 'used', 'for', 'pricing'];big_data;groupe B;En;En;['health', 'insurance', 'provider', 'collect', 'data', 'social', 'determinants', 'health', 'food', 'consumption', 'marital', 'status', 'clothing', 'size', 'purchasing', 'habits', 'prediction', 'health', 'cost', 'spot', 'health', 'issues', 'clients', 'controversial', 'prediction', 'pricing'];['health', 'insurance', 'provider', 'collect', 'data', 'social', 'determinants', 'health', 'food', 'consumption', 'marital', 'status', 'clothing', 'size', 'purchasing', 'habits', 'prediction', 'health', 'cost', 'spot', 'health', 'issues', 'clients', 'controversial', 'prediction', 'pricing'];['health', 'insurance', 'provider', 'collect', 'data', 'social', 'determinants', 'health', 'food', 'consumption', 'marital', 'status', 'clothing', 'size', 'purchasing', 'habits', 'prediction', 'health', 'cost', 'spot', 'health', 'issues', 'clients', 'controversial', 'prediction', 'pricing']
3736;['Big', 'data', 'and', 'the', 'work', 'conjunction', 'Data', 'extracted', 'from', 'devices', 'provides', 'mapping', 'of', 'device', 'interconnectivity', 'mappings', 'been', 'used', 'by', 'the', 'media', 'industry', 'companies', 'and', 'governments', 'accurately', 'target', 'their', 'audience', 'and', 'increase', 'media', 'efficiency', 'is', 'also', 'increasingly', 'adopted', 'as', 'means', 'of', 'gathering', 'sensory', 'data', 'and', 'sensory', 'data', 'has', 'been', 'used', 'medical', 'manufacturing', 'and', 'transportation', 'contexts'];big_data;groupe B;En;En;['big', 'data', 'conjunction', 'data', 'extract', 'device', 'provide', 'mapping', 'device', 'interconnectivity', 'mapping', 'media', 'industry', 'company', 'government', 'target', 'audience', 'increase', 'media', 'efficiency', 'adopt', 'gathering', 'sensory', 'data', 'sensory', 'data', 'medical', 'manufacturing', 'transportation', 'context'];['big', 'data', 'conjunction', 'data', 'extract', 'device', 'provide', 'mapping', 'device', 'interconnectivity', 'mapping', 'media', 'industry', 'company', 'government', 'target', 'audience', 'increase', 'media', 'efficiency', 'adopt', 'gathering', 'sensory', 'data', 'sensory', 'data', 'medical', 'manufacturing', 'transportation', 'context'];['big_data', 'conjunction', 'data', 'extract', 'device', 'provide', 'mapping', 'device', 'interconnectivity', 'mapping', 'media', 'industry', 'company', 'government', 'target', 'audience', 'increase', 'media', 'efficiency', 'adopt', 'gathering', 'sensory_data', 'sensory_data', 'medical', 'manufacturing', 'transportation', 'context']
3737;['digital', 'innovation', 'is', 'credited', 'with', 'coining', 'the', 'term', 'defines', 'the', 'Internet', 'of', 'Things', 'quote', 'If', 'we', 'had', 'computers', 'that', 'knew', 'everything', 'there', 'was', 'know', 'about', 'things', 'using', 'data', 'gathered', 'without', 'any', 'help', 'from', 'us', 'we', 'would', 'able', 'track', 'and', 'count', 'everything', 'and', 'greatly', 'reduce', 'waste', 'loss', 'and', 'cost', 'We', 'would', 'know', 'when', 'things', 'needed', 'replacing', 'repairing', 'recalling', 'and', 'whether', 'were', 'fresh', 'past', 'their'];big_data;groupe B;En;En;['digital', 'innovation', 'credit', 'coin', 'term', 'defines', 'internet', 'quote', 'data', 'gather', 'track', 'count', 'reduce', 'waste', 'loss', 'cost', 'replace', 'repair', 'recall', 'fresh'];['digital', 'innovation', 'credit', 'coin', 'term', 'defines', 'internet', 'quote', 'data', 'gather', 'track', 'count', 'reduce', 'waste', 'loss', 'cost', 'replace', 'repair', 'recall', 'fresh'];['digital', 'innovation', 'credit', 'coin', 'term', 'defines', 'internet', 'quote', 'data', 'gather', 'track', 'count', 'reduce', 'waste', 'loss', 'cost', 'replace', 'repair', 'recall', 'fresh']
3738;['Especially', 'big', 'data', 'has', 'come', 'prominence', 'within', 'Business', 'Operations', 'as', 'tool', 'help', 'employees', 'work', 'efficiently', 'and', 'streamline', 'the', 'collection', 'and', 'distribution', 'of', 'Information', 'Technology', 'IT', 'The', 'of', 'big', 'data', 'resolve', 'IT', 'and', 'data', 'collection', 'issues', 'within', 'enterprise', 'is', 'called', 'IT', 'Operations', 'Analytics', 'ITOA', 'By', 'applying', 'big', 'data', 'principles', 'into', 'the', 'concepts', 'of', 'machine', 'intelligence', 'and', 'deep', 'computing', 'IT', 'departments', 'can', 'predict', 'potential', 'issues', 'and', 'move', 'provide', 'solutions', 'before', 'the', 'problems', 'happen', 'time', 'ITOA', 'businesses', 'were', 'also', 'beginning', 'role', 'systems', 'management', 'by', 'offering', 'platforms', 'that', 'brought', 'individual', 'data', 'silos', 'together', 'and', 'generated', 'insights', 'from', 'the', 'whole', 'of', 'the', 'system', 'rather', 'than', 'from', 'isolated', 'pockets', 'of', 'data'];big_data;groupe B;En;En;['big', 'data', 'prominence', 'business', 'operations', 'tool', 'employees', 'streamline', 'collection', 'distribution', 'technology', 'big', 'data', 'resolve', 'data', 'collection', 'issues', 'enterprise', 'operations', 'analytics', 'itoa', 'apply', 'big', 'data', 'principle', 'concepts', 'machine', 'intelligence', 'deep', 'computing', 'department', 'predict', 'potential', 'issues', 'provide', 'solutions', 'happen', 'time', 'itoa', 'business', 'role', 'systems', 'management', 'offering', 'platform', 'brought', 'individual', 'data', 'silo', 'generate', 'insight', 'isolated', 'pocket', 'data'];['big', 'data', 'prominence', 'business', 'operations', 'tool', 'employees', 'streamline', 'collection', 'distribution', 'technology', 'big', 'data', 'resolve', 'data', 'collection', 'issues', 'enterprise', 'operations', 'analytics', 'itoa', 'apply', 'big', 'data', 'principle', 'concepts', 'machine', 'intelligence', 'deep', 'computing', 'department', 'predict', 'potential', 'issues', 'provide', 'solutions', 'happen', 'time', 'itoa', 'business', 'role', 'systems', 'management', 'offering', 'platform', 'brought', 'individual', 'data', 'silo', 'generate', 'insight', 'isolated', 'pocket', 'data'];['big_data', 'prominence', 'business', 'operations', 'tool', 'employees', 'streamline', 'collection', 'distribution', 'technology', 'big_data', 'resolve', 'data', 'collection', 'issues', 'enterprise', 'operations', 'analytics', 'itoa', 'apply', 'big_data', 'principle', 'concepts', 'machine', 'intelligence', 'deep', 'computing', 'department', 'predict', 'potential', 'issues', 'provide', 'solutions', 'happen', 'time', 'itoa', 'business', 'role', 'systems', 'management', 'offering', 'platform', 'brought', 'individual', 'data', 'silo', 'generate', 'insight', 'isolated', 'pocket', 'data']
3739;['Examples', 'of', 'uses', 'of', 'big', 'data', 'public', 'services'];big_data;groupe B;En;En;['big', 'data', 'public', 'services'];['big', 'data', 'public', 'services'];['big_data', 'public', 'services']
3740;['Big', 'data', 'can', 'used', 'improve', 'training', 'and', 'understanding', 'competitors', 'using', 'sport', 'sensors', 'It', 'is', 'also', 'possible', 'predict', 'winners', 'match', 'using', 'big', 'data', 'analytics', 'Future', 'performance', 'of', 'players', 'could', 'predicted', 'as', 'well', 'Thus', 'players', 'value', 'and', 'salary', 'is', 'determined', 'by', 'data', 'collected', 'throughout', 'the', 'season'];big_data;groupe B;En;En;['big', 'data', 'improve', 'training', 'understand', 'competitor', 'sport', 'sensor', 'predict', 'winner', 'match', 'big', 'data', 'analytics', 'future', 'performance', 'player', 'predict', 'player', 'salary', 'determine', 'data', 'collect'];['big', 'data', 'improve', 'training', 'understand', 'competitor', 'sport', 'sensor', 'predict', 'winner', 'match', 'big', 'data', 'analytics', 'future', 'performance', 'player', 'predict', 'player', 'salary', 'determine', 'data', 'collect'];['big_data', 'improve', 'training', 'understand', 'competitor', 'sport', 'sensor', 'predict', 'winner', 'match', 'big_data', 'analytics', 'future', 'performance', 'player', 'predict', 'player', 'salary', 'determine', 'data_collect']
3741;['Formula', 'One', 'races', 'race', 'cars', 'with', 'hundreds', 'of', 'sensors', 'generate', 'terabytes', 'of', 'data', 'These', 'sensors', 'collect', 'data', 'points', 'from', 'tire', 'pressure', 'fuel', 'burn', 'efficiency', 'Based', 'on', 'the', 'data', 'engineers', 'and', 'data', 'analysts', 'decide', 'whether', 'adjustments', 'should', 'made', 'order', 'race', 'Besides', 'using', 'big', 'data', 'race', 'teams', 'try', 'predict', 'the', 'time', 'finish', 'the', 'race', 'beforehand', 'based', 'on', 'simulations', 'using', 'data', 'collected', 'over', 'the', 'season'];big_data;groupe B;En;En;['formula', 'race', 'race', 'car', 'sensor', 'generate', 'terabyte', 'data', 'sensor', 'collect', 'data', 'tire', 'pressure', 'fuel', 'burn', 'efficiency', 'based', 'data', 'engineer', 'data', 'analyst', 'decide', 'adjustment', 'race', 'big', 'data', 'race', 'team', 'predict', 'time', 'finish', 'race', 'base', 'simulations', 'data', 'collect'];['formula', 'race', 'race', 'car', 'sensor', 'generate', 'terabyte', 'data', 'sensor', 'collect', 'data', 'tire', 'pressure', 'fuel', 'burn', 'efficiency', 'based', 'data', 'engineer', 'data', 'analyst', 'decide', 'adjustment', 'race', 'big', 'data', 'race', 'team', 'predict', 'time', 'finish', 'race', 'base', 'simulations', 'data', 'collect'];['formula', 'race', 'race', 'car', 'sensor', 'generate', 'terabyte', 'data', 'sensor', 'collect', 'data', 'tire', 'pressure', 'fuel', 'burn', 'efficiency', 'based', 'data', 'engineer', 'data', 'analyst', 'decide', 'adjustment', 'race', 'big_data', 'race', 'team', 'predict', 'time', 'finish', 'race', 'base', 'simulations', 'data_collect']
3742;['Encrypted', 'search', 'and', 'cluster', 'formation', 'big', 'data', 'were', 'demonstrated', 'the', 'Society', 'of', 'Engineering', 'Education', 'engaged', 'Tackling', 'the', 'challenges', 'of', 'Big', 'Data', 'by', 'Computer', 'Science', 'and', 'Artificial', 'Intelligence', 'Laboratory', 'and', 'Dr', 'UNH', 'Research', 'Group', 'investigated', 'the', 'key', 'features', 'of', 'big', 'data', 'as', 'the', 'formation', 'of', 'clusters', 'and', 'their', 'interconnections', 'focused', 'on', 'the', 'security', 'of', 'big', 'data', 'and', 'the', 'orientation', 'of', 'the', 'term', 'towards', 'the', 'presence', 'of', 'different', 'type', 'of', 'data', 'encrypted', 'form', 'interface', 'by', 'providing', 'the', 'raw', 'definitions', 'and', 'time', 'examples', 'within', 'the', 'technology', 'Moreover', 'proposed', 'approach', 'for', 'identifying', 'the', 'encoding', 'technique', 'advance', 'towards', 'expedited', 'search', 'over', 'encrypted', 'text', 'leading', 'the', 'security', 'enhancements', 'big', 'data'];big_data;groupe B;En;En;['encrypted', 'search', 'cluster', 'formation', 'big', 'data', 'demonstrate', 'society', 'engineering', 'education', 'engage', 'tackling', 'challenge', 'big', 'data', 'science', 'artificial', 'intelligence', 'laboratory', 'dr', 'unh', 'investigate', 'key', 'feature', 'big', 'data', 'formation', 'cluster', 'interconnection', 'focus', 'security', 'big', 'data', 'orientation', 'term', 'presence', 'type', 'data', 'encrypt', 'form', 'interface', 'provide', 'raw', 'definitions', 'time', 'technology', 'propose', 'approach', 'identify', 'encode', 'technique', 'advance', 'expedite', 'search', 'encrypt', 'lead', 'security', 'enhancement', 'big', 'data'];['encrypted', 'search', 'cluster', 'formation', 'big', 'data', 'demonstrate', 'society', 'engineering', 'education', 'engage', 'tackling', 'challenge', 'big', 'data', 'science', 'artificial', 'intelligence', 'laboratory', 'dr', 'unh', 'investigate', 'key', 'feature', 'big', 'data', 'formation', 'cluster', 'interconnection', 'focus', 'security', 'big', 'data', 'orientation', 'term', 'presence', 'type', 'data', 'encrypt', 'form', 'interface', 'provide', 'raw', 'definitions', 'time', 'technology', 'propose', 'approach', 'identify', 'encode', 'technique', 'advance', 'expedite', 'search', 'encrypt', 'lead', 'security', 'enhancement', 'big', 'data'];['encrypted', 'search', 'cluster', 'formation', 'big_data', 'demonstrate', 'society', 'engineering', 'education', 'engage', 'tackling', 'challenge', 'big_data', 'science', 'artificial_intelligence', 'laboratory', 'dr', 'unh', 'investigate', 'key', 'feature', 'big_data', 'formation', 'cluster', 'interconnection', 'focus', 'security', 'big_data', 'orientation', 'term', 'presence', 'type', 'data', 'encrypt', 'form', 'interface', 'provide', 'raw', 'definitions', 'time', 'technology', 'propose', 'approach', 'identify', 'encode', 'technique', 'advance', 'expedite', 'search', 'encrypt', 'lead', 'security', 'enhancement', 'big_data']
3743;['The', 'House', 'announced', 'national', 'Big', 'Data', 'Initiative', 'that', 'consisted', 'of', 'Federal', 'departments', 'and', 'agencies', 'committing', 'than', '$200', 'big', 'data', 'research', 'projects'];big_data;groupe B;En;En;['house', 'national', 'big', 'data', 'initiative', 'consist', 'federal', 'department', 'agency', 'commit', '$200', 'big', 'data', 'projects'];['house', 'national', 'big', 'data', 'initiative', 'consist', 'federal', 'department', 'agency', 'commit', '$', 'big', 'data', 'projects'];['house', 'national', 'big_data', 'initiative', 'consist', 'federal', 'department', 'agency', 'commit', '$', 'big_data', 'projects']
3744;['The', 'initiative', 'included', 'National', 'Science', 'Foundation', 'Expeditions', 'Computing', 'grant', 'of', '$10', 'over', 'years', 'the', 'AMPLab', 'the', 'University', 'of', 'The', 'AMPLab', 'also', 'received', 'funds', 'from', 'DARPA', 'and', 'over', 'dozen', 'industrial', 'sponsors', 'and', 'uses', 'big', 'data', 'attack', 'wide', 'of', 'problems', 'from', 'predicting', 'traffic', 'congestion', 'fighting'];big_data;groupe B;En;En;['initiative', 'national', 'science', 'foundation', 'expeditions', 'computing', 'grant', '$10', 'amplab', 'university', 'amplab', 'receive', 'fund', 'darpa', 'dozen', 'industrial', 'sponsor', 'big', 'data', 'attack', 'wide', 'predict', 'traffic', 'congestion', 'fight'];['initiative', 'national', 'science', 'foundation', 'expeditions', 'computing', 'grant', '$', 'amplab', 'university', 'amplab', 'receive', 'fund', 'darpa', 'dozen', 'industrial', 'sponsor', 'big', 'data', 'attack', 'wide', 'predict', 'traffic', 'congestion', 'fight'];['initiative', 'national', 'science', 'foundation', 'expeditions', 'computing', 'grant', '$', 'amplab', 'university', 'amplab', 'receive', 'fund', 'darpa', 'dozen', 'industrial', 'sponsor', 'big_data', 'attack', 'wide', 'predict', 'traffic', 'congestion', 'fight']
3745;['The', 'House', 'Big', 'Data', 'Initiative', 'also', 'included', 'commitment', 'by', 'the', 'Department', 'of', 'Energy', 'provide', '$25', 'funding', 'over', 'years', 'establish', 'the', 'Scalable', 'Data', 'Management', 'Analysis', 'and', 'Visualization', 'SDAV', 'Institute', 'led', 'by', 'the', 'Energy', 'Department', 'National', 'Laboratory', 'The', 'SDAV', 'Institute', 'aims', 'bring', 'together', 'the', 'expertise', 'of', 'national', 'laboratories', 'and', 'universities', 'develop', 'tools', 'help', 'scientists', 'manage', 'and', 'visualize', 'data', 'on', 'the', 'Department', 'supercomputers'];big_data;groupe B;En;En;['house', 'big', 'data', 'initiative', 'commitment', 'department', 'energy', 'provide', '$25', 'funding', 'establish', 'scalable', 'data', 'management', 'analysis', 'visualization', 'sdav', 'institute', 'led', 'energy', 'department', 'national', 'laboratory', 'sdav', 'institute', 'aim', 'bring', 'expertise', 'national', 'laboratory', 'university', 'develop', 'tool', 'scientist', 'manage', 'visualize', 'data', 'department', 'supercomputer'];['house', 'big', 'data', 'initiative', 'commitment', 'department', 'energy', 'provide', '$', 'funding', 'establish', 'scalable', 'data', 'management', 'analysis', 'visualization', 'sdav', 'institute', 'led', 'energy', 'department', 'national', 'laboratory', 'sdav', 'institute', 'aim', 'bring', 'expertise', 'national', 'laboratory', 'university', 'develop', 'tool', 'scientist', 'manage', 'visualize', 'data', 'department', 'supercomputer'];['house', 'big_data', 'initiative', 'commitment', 'department', 'energy', 'provide', '$', 'funding', 'establish', 'scalable', 'data', 'management', 'analysis', 'visualization', 'sdav', 'institute', 'led', 'energy', 'department', 'national', 'laboratory', 'sdav', 'institute', 'aim', 'bring', 'expertise', 'national', 'laboratory', 'university', 'develop', 'tool', 'scientist', 'manage', 'visualize', 'data', 'department', 'supercomputer']
3746;['The', 'state', 'of', 'announced', 'the', 'Big', 'Data', 'Initiative', 'which', 'provides', 'funding', 'from', 'the', 'state', 'government', 'and', 'private', 'companies', 'variety', 'of', 'research', 'institutions', 'The', 'Institute', 'of', 'Technology', 'hosts', 'the', 'Intel', 'Science', 'and', 'Technology', 'Center', 'for', 'Big', 'Data', 'the', 'Computer', 'Science', 'and', 'Artificial', 'Intelligence', 'Laboratory', 'combining', 'government', 'corporate', 'and', 'institutional', 'funding', 'and', 'research', 'efforts'];big_data;groupe B;En;En;['big', 'data', 'initiative', 'provide', 'funding', 'government', 'private', 'company', 'variety', 'institutions', 'institute', 'technology', 'host', 'intel', 'science', 'technology', 'center', 'big', 'data', 'science', 'artificial', 'intelligence', 'laboratory', 'combine', 'government', 'corporate', 'institutional', 'funding', 'efforts'];['big', 'data', 'initiative', 'provide', 'funding', 'government', 'private', 'company', 'variety', 'institutions', 'institute', 'technology', 'host', 'intel', 'science', 'technology', 'center', 'big', 'data', 'science', 'artificial', 'intelligence', 'laboratory', 'combine', 'government', 'corporate', 'institutional', 'funding', 'efforts'];['big_data', 'initiative', 'provide', 'funding', 'government', 'private', 'company', 'variety', 'institutions', 'institute', 'technology', 'host', 'intel', 'science', 'technology', 'center', 'big_data', 'science', 'artificial_intelligence', 'laboratory', 'combine', 'government', 'corporate', 'institutional', 'funding', 'efforts']
3747;['The', 'European', 'Commission', 'is', 'funding', 'the', '2-year-long', 'Big', 'Data', 'Public', 'Private', 'Forum', 'through', 'their', 'Seventh', 'Framework', 'Program', 'engage', 'companies', 'academics', 'and', 'other', 'stakeholders', 'discussing', 'big', 'data', 'issues', 'The', 'project', 'aims', 'define', 'strategy', 'terms', 'of', 'research', 'and', 'innovation', 'guide', 'supporting', 'actions', 'from', 'the', 'European', 'Commission', 'the', 'successful', 'implementation', 'of', 'the', 'big', 'data', 'economy', 'Outcomes', 'of', 'project', 'used', 'as', 'input', 'for', 'Horizon', 'their', 'next', 'framework', 'program'];big_data;groupe B;En;En;['european', 'commission', 'funding', '2-year-long', 'big', 'data', 'public', 'private', 'forum', 'seventh', 'framework', 'program', 'engage', 'company', 'academic', 'stakeholder', 'discuss', 'big', 'data', 'issues', 'project', 'aim', 'define', 'strategy', 'term', 'innovation', 'guide', 'support', 'actions', 'european', 'commission', 'successful', 'implementation', 'big', 'data', 'economy', 'outcomes', 'project', 'input', 'horizon', 'framework', 'program'];['european', 'commission', 'funding', '2-year-long', 'big', 'data', 'public', 'private', 'forum', 'seventh', 'framework', 'program', 'engage', 'company', 'academic', 'stakeholder', 'discuss', 'big', 'data', 'issues', 'project', 'aim', 'define', 'strategy', 'term', 'innovation', 'guide', 'support', 'actions', 'european', 'commission', 'successful', 'implementation', 'big', 'data', 'economy', 'outcomes', 'project', 'input', 'horizon', 'framework', 'program'];['european_commission', 'funding', '2-year-long', 'big_data', 'public', 'private', 'forum', 'seventh', 'framework', 'program', 'engage', 'company', 'academic', 'stakeholder', 'discuss', 'big_data', 'issues', 'project', 'aim', 'define', 'strategy', 'term', 'innovation', 'guide', 'support', 'actions', 'european_commission', 'successful', 'implementation', 'big_data', 'economy', 'outcomes', 'project', 'input', 'horizon', 'framework', 'program']
3748;['The', 'government', 'announced', 'the', 'founding', 'of', 'the', 'Institute', 'named', 'after', 'the', 'computer', 'pioneer', 'and', 'code-breaker', 'which', 'focus', 'on', 'ways', 'collect', 'and', 'analyse', 'data', 'sets'];big_data;groupe B;En;En;['government', 'institute', 'pioneer', 'code-breaker', 'focus', 'collect', 'analyse', 'data', 'set'];['government', 'institute', 'pioneer', 'code-breaker', 'focus', 'collect', 'analyse', 'data', 'set'];['government', 'institute', 'pioneer', 'code-breaker', 'focus', 'collect', 'analyse', 'data_set']
3749;['the', 'University', 'of', 'Waterloo', 'Stratford', 'Canadian', 'Open', 'Data', 'Experience', 'CODE', 'Inspiration', 'participants', 'demonstrated', 'how', 'using', 'data', 'visualization', 'can', 'increase', 'the', 'understanding', 'and', 'appeal', 'of', 'big', 'data', 'sets', 'and', 'communicate', 'their', 'story', 'the', 'world'];big_data;groupe B;En;En;['university', 'waterloo', 'stratford', 'canadian', 'data', 'experience', 'code', 'inspiration', 'participants', 'demonstrate', 'data', 'visualization', 'increase', 'understand', 'appeal', 'big', 'data', 'set', 'communicate', 'story'];['university', 'waterloo', 'stratford', 'canadian', 'data', 'experience', 'code', 'inspiration', 'participants', 'demonstrate', 'data', 'visualization', 'increase', 'understand', 'appeal', 'big', 'data', 'set', 'communicate', 'story'];['university', 'waterloo', 'stratford', 'canadian', 'data', 'experience', 'code', 'inspiration', 'participants', 'demonstrate', 'data', 'visualization', 'increase', 'understand', 'appeal', 'big_data', 'set', 'communicate', 'story']
